Year,Site Name,Coarse Group,Marchant Cell Number,Sample Count
2014,W511,Chironomidae,Cell 84,4
2014,W511,Ceratopogonidae,Cell 84,1
2014,W511,Chaoboridae,Cell 84,2
2014,W511,Damaged Organisms,Cell 19,3
2014,W511,Gastropoda,Cell 19,1
2014,W511,Hydrachnidia,Cell 19,1
2014,W511,Amphipoda,Cell 19,2
2014,W511,Ephemeroptera,Cell 19,4
2014,W511,Anisoptera,Cell 19,1
2014,W511,Chironomidae,Cell 19,2
2014,W511,Damaged Organisms,Cell 45,3
2014,W511,Oligochaeta,Cell 45,4
2014,W511,Gastropoda,Cell 45,8
2014,W511,Amphipoda,Cell 45,3
2014,W511,Ephemeroptera,Cell 45,5
2014,W511,Anisoptera,Cell 45,2
2014,W511,Zygoptera,Cell 45,3
2014,W511,Chironomidae,Cell 45,5
2014,W511,Damaged Organisms,Cell 49,2
2014,W511,Gastropoda,Cell 49,1
2014,W511,Amphipoda,Cell 49,1
2014,W511,Ephemeroptera,Cell 49,7
2014,W511,Zygoptera,Cell 49,3
2014,W511,Chironomidae,Cell 49,3
2014,W511,Chaoboridae,Cell 49,2
2014,W511,Damaged Organisms,Cell 26,1
2014,W511,Gastropoda,Cell 26,2
2014,W511,Amphipoda,Cell 26,6
2014,W511,Ephemeroptera,Cell 26,1
2014,W511,Zygoptera,Cell 26,2
2014,W511,Chironomidae,Cell 26,3
2014,W511,Damaged Organisms,Cell 6,4
2014,W511,Gastropoda,Cell 6,1
2014,W511,Amphipoda,Cell 6,2
2014,W511,Zygoptera,Cell 6,3
2014,W511,Trichoptera,Cell 6,1
2014,W511,Chironomidae,Cell 6,1
2014,W511,Damaged Organisms,Cell 78,2
2014,W511,Amphipoda,Cell 78,8
2014,W511,Ephemeroptera,Cell 78,3
2014,W511,Anisoptera,Cell 78,1
2014,W511,Trichoptera,Cell 78,1
2014,W511,Chironomidae,Cell 78,2
2014,W511,Amphipoda,Cell 9,7
2014,W511,Ephemeroptera,Cell 9,1
2014,W511,Lepidoptera,Cell 9,1
2014,W511,Chironomidae,Cell 9,2
2014,W511,Hydrachnidia,Cell 1,3
2014,W511,Amphipoda,Cell 1,6
2014,W511,Ephemeroptera,Cell 1,4
2014,W511,Anisoptera,Cell 1,1
2014,W511,Zygoptera,Cell 1,2
2014,W511,Chironomidae,Cell 1,1
2014,W511,Damaged Organisms,Cell 1,2
2014,W511,Oligochaeta,Cell 1,1
2014,W511,Damaged Organisms,Cell 98,3
2014,W511,Oligochaeta,Cell 98,3
2014,W511,Gastropoda,Cell 98,1
2014,W511,Amphipoda,Cell 98,8
2014,W511,Ephemeroptera,Cell 98,2
2014,W511,Anisoptera,Cell 98,1
2014,W511,Trichoptera,Cell 98,1
2014,W511,Chironomidae,Cell 98,3
2014,W511,Chaoboridae,Cell 98,1
2014,W511,Damaged Organisms,Cell 51,2
2014,W511,Gastropoda,Cell 51,1
2014,W511,Bivalvia,Cell 51,1
2014,W511,Amphipoda,Cell 51,3
2014,W511,Anisoptera,Cell 51,1
2014,W511,Zygoptera,Cell 51,1
2014,W511,Chaoboridae,Cell 51,2
2014,W511,Damaged Organisms,Cell 31,2
2014,W511,Oligochaeta,Cell 31,1
2014,W511,Gastropoda,Cell 31,2
2014,W511,Amphipoda,Cell 31,6
2014,W511,Ephemeroptera,Cell 31,5
2014,W511,Zygoptera,Cell 31,1
2014,W511,Chaoboridae,Cell 31,4
2014,W511,Damaged Organisms,Cell 90,2
2014,W511,Oligochaeta,Cell 90,1
2014,W511,Gastropoda,Cell 90,1
2014,W511,Amphipoda,Cell 90,7
2014,W511,Ephemeroptera,Cell 90,1
2014,W511,Zygoptera,Cell 90,2
2014,W511,Chironomidae,Cell 90,2
2014,W511,Tipulidae,Cell 90,1
2014,W511,Chaoboridae,Cell 90,1
2014,W531,Gastropoda,Cell 65,2
2014,W531,Oligochaeta,Cell 65,13
2014,W531,Chironomidae,Cell 65,9
2014,W531,Chaoboridae,Cell 65,1
2014,W531,Oligochaeta,Cell 8,14
2014,W531,Damaged Organisms,Cell 8,2
2014,W531,Bivalvia,Cell 8,2
2014,W531,Gastropoda,Cell 8,2
2014,W531,Hydrachnidia,Cell 8,1
2014,W531,Hemiptera,Cell 8,1
2014,W531,Coleoptera (larvae),Cell 8,2
2014,W531,Chironomidae,Cell 8,9
2014,W531,Ceratopogonidae,Cell 8,1
2014,W531,Chaoboridae,Cell 8,4
2014,W531,Hirudinea,Cell 99,1
2014,W531,Oligochaeta,Cell 99,23
2014,W531,Gastropoda,Cell 99,2
2014,W531,Bivalvia,Cell 99,6
2014,W531,Chaoboridae,Cell 99,3
2014,W531,Amphipoda,Cell 99,2
2014,W531,Ephemeroptera,Cell 99,1
2014,W531,Chironomidae,Cell 99,11
2014,W531,Ceratopogonidae,Cell 99,1
2014,W531,Hydrachnidia,Cell 99,3
2014,W531,Chaoboridae,Cell 29,7
2014,W531,Ceratopogonidae,Cell 29,1
2014,W531,Chironomidae,Cell 29,5
2014,W531,Amphipoda,Cell 29,3
2014,W531,Oligochaeta,Cell 29,21
2014,W531,Gastropoda,Cell 29,2
2014,W531,Hydrachnidia,Cell 29,1
2014,W531,Damaged Organisms,Cell 29,2
2014,W531,Damaged Organisms,Cell 20,3
2014,W531,Chaoboridae,Cell 20,10
2014,W531,Chironomidae,Cell 20,19
2014,W531,Hydrachnidia,Cell 20,2
2014,W531,Bivalvia,Cell 20,1
2014,W531,Gastropoda,Cell 20,1
2014,W531,Oligochaeta,Cell 20,16
2014,W531,Ceratopogonidae,Cell 20,1
2014,W531,Coleoptera (larvae),Cell 14,1
2014,W531,Ephemeroptera,Cell 14,1
2014,W531,Chironomidae,Cell 14,10
2014,W531,Damaged Organisms,Cell 14,1
2014,W531,Chaoboridae,Cell 14,4
2014,W531,Hirudinea,Cell 14,1
2014,W531,Gastropoda,Cell 14,1
2014,W531,Bivalvia,Cell 14,2
2014,W531,Amphipoda,Cell 14,1
2014,W531,Oligochaeta,Cell 14,8
2014,W531,Chaoboridae,Cell 28,4
2014,W531,Damaged Organisms,Cell 28,3
2014,W531,Oligochaeta,Cell 28,15
2014,W531,Gastropoda,Cell 28,2
2014,W531,Bivalvia,Cell 28,3
2014,W531,Chironomidae,Cell 28,12
2014,W531,Hemiptera,Cell 28,1
2014,W531,Hydrachnidia,Cell 28,2
2014,W531,Hemiptera,Cell 22,1
2014,W531,Chironomidae,Cell 22,13
2014,W531,Ceratopogonidae,Cell 22,1
2014,W531,Chaoboridae,Cell 22,4
2014,W531,Damaged Organisms,Cell 22,2
2014,W531,Oligochaeta,Cell 22,16
2014,W531,Hirudinea,Cell 22,1
2014,W531,Gastropoda,Cell 22,2
2014,W531,Hydrachnidia,Cell 22,1
2014,W531,Ephemeroptera,Cell 22,1
2014,W531,Oligochaeta,Cell 24,13
2014,W531,Chironomidae,Cell 24,8
2014,W531,Amphipoda,Cell 24,1
2014,W531,Hydrachnidia,Cell 52,1
2014,W531,Amphipoda,Cell 52,1
2014,W531,Trichoptera,Cell 52,1
2014,W531,Chironomidae,Cell 52,15
2014,W531,Chaoboridae,Cell 52,3
2014,W531,Hirudinea,Cell 52,1
2014,W531,Oligochaeta,Cell 52,13
2014,W531,Gastropoda,Cell 52,2
2014,W532,Trichoptera,Cell 38,1
2014,W532,Chironomidae,Cell 38,2
2014,W532,Chaoboridae,Cell 38,1
2014,W532,Damaged Organisms,Cell 38,1
2014,W532,Oligochaeta,Cell 38,1
2014,W532,Amphipoda,Cell 27,1
2014,W532,Ephemeroptera,Cell 27,2
2014,W532,Chironomidae,Cell 27,1
2014,W532,Oligochaeta,Cell 27,2
2014,W532,Trichoptera,Cell 44,22
2014,W532,Coleoptera (larvae),Cell 44,6
2014,W532,Chironomidae,Cell 44,429
2014,W532,Ceratopogonidae,Cell 44,5
2014,W532,Chaoboridae,Cell 44,155
2014,W532,Damaged Organisms,Cell 44,19
2014,W532,Hemiptera,Cell 44,4
2014,W532,Zygoptera,Cell 44,7
2014,W532,Anisoptera,Cell 44,4
2014,W532,Ephemeroptera,Cell 44,9
2014,W532,Amphipoda,Cell 44,8
2014,W532,Hydrachnidia,Cell 44,64
2014,W532,Bivalvia,Cell 44,79
2014,W532,Oligochaeta,Cell 44,166
2014,W532,Hirudinea,Cell 44,2
2014,W532,Gastropoda,Cell 44,12
2014,W533,Oligochaeta,Cell 68,2
2014,W533,Chaoboridae,Cell 68,2
2014,W533,Chironomidae,Cell 68,12
2014,W533,Chironomidae,Cell 8,8
2014,W533,Trichoptera,Cell 8,1
2014,W533,Oligochaeta,Cell 8,7
2014,W533,Chaoboridae,Cell 8,2
2014,W533,Damaged Organisms,Cell 8,1
2014,W533,Oligochaeta,Cell 61,5
2014,W533,Hydrachnidia,Cell 61,1
2014,W533,Amphipoda,Cell 61,1
2014,W533,Zygoptera,Cell 61,1
2014,W533,Trichoptera,Cell 61,1
2014,W533,Chironomidae,Cell 61,16
2014,W533,Ceratopogonidae,Cell 61,1
2014,W533,Chaoboridae,Cell 61,2
2014,W533,Oligochaeta,Cell 12,6
2014,W533,Damaged Organisms,Cell 12,2
2014,W533,Chaoboridae,Cell 12,1
2014,W533,Chironomidae,Cell 12,16
2014,W533,Gastropoda,Cell 12,1
2014,W533,Oligochaeta,Cell 47,9
2014,W533,Chironomidae,Cell 47,16
2014,W533,Hydrachnidia,Cell 47,1
2014,W533,Chaoboridae,Cell 47,1
2014,W533,Damaged Organisms,Cell 47,4
2014,W533,Gastropoda,Cell 47,2
2014,W533,Ephemeroptera,Cell 86,1
2014,W533,Trichoptera,Cell 86,1
2014,W533,Chironomidae,Cell 86,18
2014,W533,Chaoboridae,Cell 86,1
2014,W533,Amphipoda,Cell 86,1
2014,W533,Damaged Organisms,Cell 86,2
2014,W533,Oligochaeta,Cell 86,8
2014,W533,Hydrachnidia,Cell 86,1
2014,W533,Gastropoda,Cell 86,1
2014,W533,Gastropoda,Cell 60,1
2014,W533,Chaoboridae,Cell 60,2
2014,W533,Ceratopogonidae,Cell 60,1
2014,W533,Chironomidae,Cell 60,16
2014,W533,Hemiptera,Cell 60,1
2014,W533,Amphipoda,Cell 60,1
2014,W533,Hydrachnidia,Cell 60,1
2014,W533,Oligochaeta,Cell 60,1
2014,W533,Damaged Organisms,Cell 60,2
2014,W533,Oligochaeta,Cell 15,5
2014,W533,Hydrachnidia,Cell 15,1
2014,W533,Chaoboridae,Cell 15,1
2014,W533,Chironomidae,Cell 15,16
2014,W533,Coleoptera (larvae),Cell 33,2
2014,W533,Chironomidae,Cell 33,17
2014,W533,Chaoboridae,Cell 33,3
2014,W533,Hemiptera,Cell 33,1
2014,W533,Oligochaeta,Cell 33,10
2014,W533,Ephemeroptera,Cell 33,3
2014,W533,Trichoptera,Cell 20,1
2014,W533,Chironomidae,Cell 20,22
2014,W533,Chaoboridae,Cell 20,5
2014,W533,Zygoptera,Cell 20,1
2014,W533,Amphipoda,Cell 20,1
2014,W533,Gastropoda,Cell 20,1
2014,W533,Oligochaeta,Cell 20,7
2014,W533,Damaged Organisms,Cell 20,2
2014,W533,Hydrachnidia,Cell 27,1
2014,W533,Oligochaeta,Cell 27,3
2014,W533,Gastropoda,Cell 27,1
2014,W533,Chaoboridae,Cell 27,7
2014,W533,Ceratopogonidae,Cell 27,1
2014,W533,Chironomidae,Cell 27,20
2014,W533,Oligochaeta,Cell 13,8
2014,W533,Chaoboridae,Cell 13,1
2014,W533,Chironomidae,Cell 13,17
2014,W533,Oligochaeta,Cell 14,9
2014,W533,Gastropoda,Cell 14,1
2014,W533,Hydrachnidia,Cell 14,1
2014,W533,Chironomidae,Cell 14,11
2014,W533,Hemiptera,Cell 14,1
2014,W533,Chaoboridae,Cell 14,2
2014,W540,Damaged Organisms,Cell 72,1
2014,W540,Oligochaeta,Cell 72,1
2014,W540,Gastropoda,Cell 72,1
2014,W540,Ceratopogonidae,Cell 72,1
2014,W540,Damaged Organisms,Cell 26,1
2014,W540,Oligochaeta,Cell 26,1
2014,W540,Bivalvia,Cell 26,1
2014,W540,Chironomidae,Cell 26,1
2014,W540,Zygoptera,Cell 71,40
2014,W540,Hemiptera,Cell 71,13
2014,W540,Lepidoptera,Cell 71,1
2014,W540,Trichoptera,Cell 71,5
2014,W540,Coleoptera (larvae),Cell 71,1
2014,W540,Chironomidae,Cell 71,86
2014,W540,Ceratopogonidae,Cell 71,13
2014,W540,Chaoboridae,Cell 71,27
2014,W540,Damaged Organisms,Cell 71,18
2014,W540,Oligochaeta,Cell 71,100
2014,W540,Hirudinea,Cell 71,4
2014,W540,Gastropoda,Cell 71,18
2014,W540,Bivalvia,Cell 71,31
2014,W540,Hydrachnidia,Cell 71,7
2014,W540,Amphipoda,Cell 71,2
2014,W540,Ephemeroptera,Cell 71,1
2014,W540,Anisoptera,Cell 71,2
2014,W541,Ephemeroptera,Cell 78,1
2014,W541,Amphipoda,Cell 78,11
2014,W541,Anisoptera,Cell 78,1
2014,W541,Zygoptera,Cell 78,1
2014,W541,Trichoptera,Cell 78,1
2014,W541,Chironomidae,Cell 78,9
2014,W541,Other Diptera,Cell 78,1
2014,W541,Oligochaeta,Cell 78,15
2014,W541,Amphipoda,Cell 56,11
2014,W541,Anisoptera,Cell 56,3
2014,W541,Zygoptera,Cell 56,2
2014,W541,Ceratopogonidae,Cell 56,2
2014,W541,Trichoptera,Cell 56,2
2014,W541,Oligochaeta,Cell 56,13
2014,W541,Chironomidae,Cell 56,17
2014,W541,Ceratopogonidae,Cell 52,2
2014,W541,Chironomidae,Cell 52,14
2014,W541,Zygoptera,Cell 52,2
2014,W541,Oligochaeta,Cell 52,14
2014,W541,Anisoptera,Cell 52,4
2014,W541,Amphipoda,Cell 52,9
2014,W541,Coleoptera (larvae),Cell 9,1
2014,W541,Zygoptera,Cell 9,1
2014,W541,Anisoptera,Cell 9,1
2014,W541,Ephemeroptera,Cell 9,2
2014,W541,Chironomidae,Cell 9,8
2014,W541,Hydrachnidia,Cell 9,1
2014,W541,Gastropoda,Cell 9,4
2014,W541,Oligochaeta,Cell 9,15
2014,W541,Damaged Organisms,Cell 9,1
2014,W541,Amphipoda,Cell 9,13
2014,W541,Gastropoda,Cell 42,1
2014,W541,Oligochaeta,Cell 42,8
2014,W541,Damaged Organisms,Cell 42,2
2014,W541,Hydrachnidia,Cell 42,2
2014,W541,Amphipoda,Cell 42,13
2014,W541,Ceratopogonidae,Cell 42,1
2014,W541,Chironomidae,Cell 42,12
2014,W541,Hirudinea,Cell 10,1
2014,W541,Oligochaeta,Cell 10,13
2014,W541,Damaged Organisms,Cell 10,1
2014,W541,Gastropoda,Cell 10,2
2014,W541,Amphipoda,Cell 10,17
2014,W541,Anisoptera,Cell 10,2
2014,W541,Chironomidae,Cell 10,9
2014,W541,Ceratopogonidae,Cell 10,1
2014,W541,Amphipoda,Cell 95,7
2014,W541,Oligochaeta,Cell 95,5
2014,W541,Damaged Organisms,Cell 95,1
2014,W541,Anisoptera,Cell 95,3
2014,W541,Chironomidae,Cell 95,8
2014,W541,Trichoptera,Cell 95,1
2014,W541,Oligochaeta,Cell 99,4
2014,W541,Gastropoda,Cell 99,1
2014,W541,Hydrachnidia,Cell 99,1
2014,W541,Amphipoda,Cell 99,7
2014,W541,Ceratopogonidae,Cell 99,2
2014,W541,Anisoptera,Cell 99,1
2014,W541,Zygoptera,Cell 99,1
2014,W541,Hemiptera,Cell 99,1
2014,W541,Chironomidae,Cell 99,5
2014,W541,Ephemeroptera,Cell 99,1
2014,W541,Hydrachnidia,Cell 5,1
2014,W541,Amphipoda,Cell 5,20
2014,W541,Anisoptera,Cell 5,3
2014,W541,Zygoptera,Cell 5,2
2014,W541,Chironomidae,Cell 5,9
2014,W541,Oligochaeta,Cell 5,12
2014,W541,Gastropoda,Cell 5,7
2014,W542,Damaged Organisms,Cell 69,3
2014,W542,Oligochaeta,Cell 69,4
2014,W542,Gastropoda,Cell 69,3
2014,W542,Bivalvia,Cell 69,1
2014,W542,Chaoboridae,Cell 69,3
2014,W542,Ephemeroptera,Cell 69,1
2014,W542,Zygoptera,Cell 69,3
2014,W542,Hemiptera,Cell 69,1
2014,W542,Chironomidae,Cell 69,15
2014,W542,Amphipoda,Cell 69,18
2014,W542,Trichoptera,Cell 2,1
2014,W542,Chironomidae,Cell 2,1
2014,W542,Chaoboridae,Cell 2,2
2014,W542,Zygoptera,Cell 2,1
2014,W542,Hemiptera,Cell 2,1
2014,W542,Gastropoda,Cell 2,4
2014,W542,Amphipoda,Cell 2,8
2014,W542,Damaged Organisms,Cell 26,1
2014,W542,Oligochaeta,Cell 26,9
2014,W542,Bivalvia,Cell 26,2
2014,W542,Amphipoda,Cell 26,13
2014,W542,Ephemeroptera,Cell 26,1
2014,W542,Zygoptera,Cell 26,3
2014,W542,Trichoptera,Cell 26,1
2014,W542,Chironomidae,Cell 26,9
2014,W542,Ceratopogonidae,Cell 26,1
2014,W542,Chaoboridae,Cell 26,2
2014,W542,Damaged Organisms,Cell 33,2
2014,W542,Oligochaeta,Cell 33,1
2014,W542,Gastropoda,Cell 33,1
2014,W542,Bivalvia,Cell 33,1
2014,W542,Amphipoda,Cell 33,7
2014,W542,Zygoptera,Cell 33,6
2014,W542,Trichoptera,Cell 33,1
2014,W542,Chironomidae,Cell 33,9
2014,W542,Ceratopogonidae,Cell 33,1
2014,W542,Chaoboridae,Cell 33,1
2014,W542,Damaged Organisms,Cell 90,3
2014,W542,Oligochaeta,Cell 90,9
2014,W542,Hirudinea,Cell 90,1
2014,W542,Gastropoda,Cell 90,3
2014,W542,Bivalvia,Cell 90,3
2014,W542,Amphipoda,Cell 90,14
2014,W542,Ephemeroptera,Cell 90,3
2014,W542,Zygoptera,Cell 90,1
2014,W542,Chironomidae,Cell 90,8
2014,W542,Chaoboridae,Cell 90,1
2014,W542,Damaged Organisms,Cell 21,3
2014,W542,Oligochaeta,Cell 21,3
2014,W542,Gastropoda,Cell 21,1
2014,W542,Bivalvia,Cell 21,2
2014,W542,Amphipoda,Cell 21,7
2014,W542,Zygoptera,Cell 21,1
2014,W542,Coleoptera (larvae),Cell 21,1
2014,W542,Chironomidae,Cell 21,5
2014,W542,Damaged Organisms,Cell 43,3
2014,W542,Oligochaeta,Cell 43,2
2014,W542,Bivalvia,Cell 43,1
2014,W542,Hydrachnidia,Cell 43,3
2014,W542,Amphipoda,Cell 43,10
2014,W542,Ephemeroptera,Cell 43,1
2014,W542,Zygoptera,Cell 43,6
2014,W542,Hemiptera,Cell 43,1
2014,W542,Coleoptera (larvae),Cell 43,1
2014,W542,Chironomidae,Cell 43,10
2014,W542,Chaoboridae,Cell 43,2
2014,W542,Oligochaeta,Cell 57,7
2014,W542,Gastropoda,Cell 57,4
2014,W542,Bivalvia,Cell 57,3
2014,W542,Hydrachnidia,Cell 57,1
2014,W542,Amphipoda,Cell 57,17
2014,W542,Ephemeroptera,Cell 57,1
2014,W542,Zygoptera,Cell 57,6
2014,W542,Hemiptera,Cell 57,2
2014,W542,Chironomidae,Cell 57,9
2014,W542,Chaoboridae,Cell 57,5
2014,W542,Gastropoda,Cell 92,3
2014,W542,Bivalvia,Cell 92,3
2014,W542,Amphipoda,Cell 92,15
2014,W542,Anisoptera,Cell 92,1
2014,W542,Zygoptera,Cell 92,5
2014,W542,Hemiptera,Cell 92,1
2014,W542,Chironomidae,Cell 92,14
2014,W542,Chaoboridae,Cell 92,2
2014,W542,Damaged Organisms,Cell 92,2
2014,W542,Oligochaeta,Cell 92,2
2014,W542,Chironomidae,Cell 17,10
2014,W542,Chaoboridae,Cell 17,3
2014,W542,Damaged Organisms,Cell 17,5
2014,W542,Oligochaeta,Cell 17,3
2014,W542,Gastropoda,Cell 17,2
2014,W542,Bivalvia,Cell 17,1
2014,W542,Hydrachnidia,Cell 17,3
2014,W542,Amphipoda,Cell 17,21
2014,W542,Zygoptera,Cell 17,5
2014,W542,Hemiptera,Cell 17,4
2014,W542,Coleoptera (larvae),Cell 17,1
2014,W562,Chironomidae,Cell 72,1
2014,W562,Oligochaeta,Cell 72,2
2014,W562,Oligochaeta,Cell 89,3
2014,W562,Chironomidae,Cell 89,4
2014,W562,Amphipoda,Cell 1,23
2014,W562,Other Diptera,Cell 1,2
2014,W562,Anisoptera,Cell 1,4
2014,W562,Hemiptera,Cell 1,23
2014,W562,Lepidoptera,Cell 1,1
2014,W562,Trichoptera,Cell 1,4
2014,W562,Coleoptera (adults),Cell 1,2
2014,W562,Coleoptera (larvae),Cell 1,2
2014,W562,Chironomidae,Cell 1,185
2014,W562,Ceratopogonidae,Cell 1,18
2014,W562,Chaoboridae,Cell 1,69
2014,W562,Hydrachnidia,Cell 1,35
2014,W562,Bivalvia,Cell 1,17
2014,W562,Oligochaeta,Cell 1,137
2014,W562,Damaged Organisms,Cell 1,14
2014,W562,Ephemeroptera,Cell 1,1
2014,W563,Chironomidae,Cell 55,3
2014,W563,Hemiptera,Cell 55,2
2014,W563,Coleoptera (larvae),Cell 55,1
2014,W563,Hydrachnidia,Cell 55,1
2014,W563,Chaoboridae,Cell 55,5
2014,W563,Chaoboridae,Cell 50,4
2014,W563,Hydrachnidia,Cell 50,1
2014,W563,Chironomidae,Cell 50,3
2014,W563,Oligochaeta,Cell 91,1
2014,W563,Chaoboridae,Cell 91,7
2014,W563,Chironomidae,Cell 91,2
2014,W563,Amphipoda,Cell 91,1
2014,W563,Gastropoda,Cell 91,1
2014,W563,Oligochaeta,Cell 32,1
2014,W563,Chironomidae,Cell 32,4
2014,W563,Chaoboridae,Cell 32,5
2014,W563,Bivalvia,Cell 71,2
2014,W563,Chironomidae,Cell 71,3
2014,W563,Chaoboridae,Cell 71,7
2014,W563,Chironomidae,Cell 16,2
2014,W563,Other Diptera,Cell 25,1
2014,W563,Chironomidae,Cell 25,3
2014,W563,Chaoboridae,Cell 25,4
2014,W563,Amphipoda,Cell 25,1
2014,W563,Bivalvia,Cell 25,1
2014,W563,Gastropoda,Cell 25,1
2014,W563,Oligochaeta,Cell 25,1
2014,W563,Damaged Organisms,Cell 25,1
2014,W563,Chaoboridae,Cell 35,6
2014,W563,Oligochaeta,Cell 35,1
2014,W563,Chironomidae,Cell 35,6
2014,W563,Amphipoda,Cell 1,1
2014,W563,Chironomidae,Cell 1,2
2014,W563,Chaoboridae,Cell 1,1
2014,W563,Oligochaeta,Cell 1,2
2014,W563,Bivalvia,Cell 89,1
2014,W563,Amphipoda,Cell 89,1
2014,W563,Chaoboridae,Cell 89,5
2014,W563,Chironomidae,Cell 89,4
2014,W563,Chironomidae,Cell 11,5
2014,W563,Bivalvia,Cell 11,2
2014,W563,Oligochaeta,Cell 11,1
2014,W563,Chaoboridae,Cell 11,10
2014,W563,Chironomidae,Cell 8,4
2014,W563,Chaoboridae,Cell 8,5
2014,W563,Chaoboridae,Cell 37,2
2014,W563,Hemiptera,Cell 37,2
2014,W563,Chironomidae,Cell 37,2
2014,W563,Chironomidae,Cell 56,8
2014,W563,Chaoboridae,Cell 56,9
2014,W563,Hemiptera,Cell 56,2
2014,W563,Hydrachnidia,Cell 56,1
2014,W563,Oligochaeta,Cell 56,3
2014,W563,Chaoboridae,Cell 85,1
2014,W563,Zygoptera,Cell 47,1
2014,W563,Coleoptera (larvae),Cell 47,1
2014,W563,Chaoboridae,Cell 47,4
2014,W563,Chironomidae,Cell 47,1
2014,W563,Oligochaeta,Cell 36,3
2014,W563,Gastropoda,Cell 36,1
2014,W563,Chironomidae,Cell 36,1
2014,W563,Chaoboridae,Cell 36,6
2014,W563,Oligochaeta,Cell 69,1
2014,W563,Hydrachnidia,Cell 69,1
2014,W563,Hemiptera,Cell 69,1
2014,W563,Chironomidae,Cell 69,2
2014,W563,Chaoboridae,Cell 69,6
2014,W563,Hydrachnidia,Cell 58,3
2014,W563,Oligochaeta,Cell 58,4
2014,W563,Hemiptera,Cell 58,1
2014,W563,Trichoptera,Cell 58,1
2014,W563,Chironomidae,Cell 58,5
2014,W563,Chaoboridae,Cell 58,8
2014,W563,Bivalvia,Cell 58,2
2014,W563,Chironomidae,Cell 26,4
2014,W563,Oligochaeta,Cell 26,1
2014,W563,Hemiptera,Cell 26,2
2014,W563,Coleoptera (larvae),Cell 26,1
2014,W563,Chaoboridae,Cell 26,9
2014,W563,Chaoboridae,Cell 96,5
2014,W563,Bivalvia,Cell 96,1
2014,W563,Chironomidae,Cell 96,6
2014,W563,Hemiptera,Cell 96,1
2014,W563,Oligochaeta,Cell 96,2
2014,W563,Hydrachnidia,Cell 96,1
2014,W563,Damaged Organisms,Cell 96,1
2014,W563,Chironomidae,Cell 5,1
2014,W563,Chaoboridae,Cell 5,3
2014,W563,Hemiptera,Cell 5,1
2014,W563,Bivalvia,Cell 5,1
2014,W563,Oligochaeta,Cell 5,2
2014,W563,Bivalvia,Cell 81,2
2014,W563,Hydrachnidia,Cell 81,2
2014,W563,Chironomidae,Cell 81,2
2014,W563,Chaoboridae,Cell 81,7
2014,W563,Oligochaeta,Cell 81,1
2014,W563,Oligochaeta,Cell 66,1
2014,W563,Hydrachnidia,Cell 66,1
2014,W563,Hemiptera,Cell 66,1
2014,W563,Chironomidae,Cell 66,4
2014,W563,Chaoboridae,Cell 66,9
2014,W563,Damaged Organisms,Cell 66,2
2014,W563,Chironomidae,Cell 30,1
2014,W563,Chaoboridae,Cell 30,3
2014,W563,Hydrachnidia,Cell 30,1
2014,W563,Oligochaeta,Cell 30,1
2014,W563,Chaoboridae,Cell 65,5
2014,W563,Chironomidae,Cell 65,4
2014,W563,Ephemeroptera,Cell 65,1
2014,W563,Oligochaeta,Cell 87,1
2014,W563,Chironomidae,Cell 87,2
2014,W563,Chaoboridae,Cell 87,8
2014,W563,Amphipoda,Cell 12,1
2014,W563,Bivalvia,Cell 12,1
2014,W563,Gastropoda,Cell 12,1
2014,W563,Oligochaeta,Cell 12,3
2014,W563,Chironomidae,Cell 12,5
2014,W563,Chaoboridae,Cell 12,9
2014,W563,Oligochaeta,Cell 64,1
2014,W563,Gastropoda,Cell 64,1
2014,W563,Hemiptera,Cell 64,1
2014,W563,Chironomidae,Cell 64,3
2014,W563,Chaoboridae,Cell 64,6
2014,W563,Chironomidae,Cell 88,3
2014,W563,Hemiptera,Cell 88,1
2014,W563,Oligochaeta,Cell 88,4
2014,W563,Chaoboridae,Cell 88,4
2014,W564,Chaoboridae,Cell 33,6
2014,W564,Chironomidae,Cell 33,2
2014,W564,Chironomidae,Cell 11,1
2014,W564,Oligochaeta,Cell 11,1
2014,W564,Chaoboridae,Cell 11,2
2014,W564,Hydrachnidia,Cell 61,57
2014,W564,Amphipoda,Cell 61,1
2014,W564,Hemiptera,Cell 61,3
2014,W564,Coleoptera (adults),Cell 61,1
2014,W564,Coleoptera (larvae),Cell 61,7
2014,W564,Bivalvia,Cell 61,17
2014,W564,Gastropoda,Cell 61,2
2014,W564,Chironomidae,Cell 61,100
2014,W564,Damaged Organisms,Cell 61,7
2014,W564,Chaoboridae,Cell 61,106
2014,W564,Oligochaeta,Cell 61,15
2014,W571,Damaged Organisms,Cell 67,1
2014,W571,Oligochaeta,Cell 67,1
2014,W571,Hirudinea,Cell 67,2
2014,W571,Amphipoda,Cell 67,1
2014,W571,Zygoptera,Cell 67,2
2014,W571,Chironomidae,Cell 67,4
2014,W571,Ceratopogonidae,Cell 67,1
2014,W571,Chaoboridae,Cell 67,6
2014,W571,Bivalvia,Cell 45,1
2014,W571,Zygoptera,Cell 45,3
2014,W571,Chironomidae,Cell 45,3
2014,W571,Chaoboridae,Cell 45,4
2014,W571,Damaged Organisms,Cell 45,2
2014,W571,Oligochaeta,Cell 45,2
2014,W571,Damaged Organisms,Cell 48,1
2014,W571,Oligochaeta,Cell 48,3
2014,W571,Zygoptera,Cell 48,1
2014,W571,Trichoptera,Cell 48,1
