Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Identification Date,Identification Analyst,Coarse Group,Coarse Group Count,Proportion of Marchant Box Cells Counted
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Chironomidae,1,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Coleoptera (adults),0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Coleoptera (larvae),0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Culicidae,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Decapoda,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Ephemeroptera,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Gastropoda,130,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Hemiptera,11,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Hirudinea,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Hydrachnida,61,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Isopoda,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Lepidoptera,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Megaloptera,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Oligochaeta,2,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Other Diptera,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Other,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Pelecypoda,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Plecoptera,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Simulidae,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Tabanidae,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Tipulidae,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Trichoptera,6,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Zygoptera,5,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Amphipoda,3,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Anisoptera,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Ceratopogonidae,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Chaoboridae,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Chironomidae,2,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Coleoptera (adults),0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Coleoptera (larvae),0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Culicidae,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Decapoda,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Ephemeroptera,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Gastropoda,7,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Hemiptera,32,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Hirudinea,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Hydrachnida,16,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Isopoda,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Lepidoptera,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Megaloptera,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Oligochaeta,3,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Other Diptera,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Other,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Pelecypoda,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Plecoptera,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Simulidae,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Tabanidae,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Tipulidae,0,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Trichoptera,6,100
Rotation 1,1606,2011,15-Jun-11,ADO,22-Aug-11,EGR,Zygoptera,0,100
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Amphipoda,247,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Anisoptera,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Ceratopogonidae,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Chaoboridae,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Chironomidae,48,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Coleoptera (adults),0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Coleoptera (larvae),3,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Culicidae,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Decapoda,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Ephemeroptera,3,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Gastropoda,1,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Hemiptera,3,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Hirudinea,45,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Hydrachnida,3,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Isopoda,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Lepidoptera,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Megaloptera,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Oligochaeta,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Other Diptera,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Other,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Pelecypoda,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Plecoptera,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Simulidae,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Tabanidae,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Tipulidae,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Trichoptera,0,13
Rotation 1,1618,2011,24-Jul-11,ADO,22-Aug-11,ADO,Zygoptera,5,13
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Amphipoda,3,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Anisoptera,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Ceratopogonidae,4,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Chaoboridae,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Chironomidae,100,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Coleoptera (adults),0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Coleoptera (larvae),1,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Culicidae,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Decapoda,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Ephemeroptera,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Gastropoda,3,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Hemiptera,1,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Hirudinea,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Hydrachnida,8,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Isopoda,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Lepidoptera,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Megaloptera,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Oligochaeta,49,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Other Diptera,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Other,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Pelecypoda,1,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Plecoptera,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Simulidae,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Tabanidae,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Tipulidae,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Trichoptera,0,23
Rotation 1,1621,2011,24-Jun-11,CHU,22-Aug-11,JSM,Zygoptera,0,23
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Amphipoda,13,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Anisoptera,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Ceratopogonidae,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Chaoboridae,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Chironomidae,97,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Coleoptera (adults),5,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Coleoptera (larvae),25,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Culicidae,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Decapoda,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Ephemeroptera,1,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Gastropoda,11,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Hemiptera,68,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Hirudinea,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Hydrachnida,33,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Isopoda,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Lepidoptera,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Megaloptera,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Oligochaeta,219,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Other Diptera,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Other,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Pelecypoda,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Plecoptera,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Simulidae,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Tabanidae,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Tipulidae,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Trichoptera,0,100
Rotation 1,1622,2011,23-Jun-11,ADO,22-Aug-11,KBE,Zygoptera,2,100
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Amphipoda,213,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Anisoptera,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Ceratopogonidae,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Chaoboridae,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Chironomidae,5,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Coleoptera (adults),5,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Coleoptera (larvae),2,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Culicidae,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Decapoda,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Ephemeroptera,1,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Gastropoda,85,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Hemiptera,24,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Hirudinea,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Hydrachnida,10,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Isopoda,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Lepidoptera,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Megaloptera,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Oligochaeta,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Other Diptera,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Other,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Pelecypoda,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Plecoptera,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Simulidae,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Tabanidae,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Tipulidae,0,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Trichoptera,4,18
Rotation 1,1623,2011,23-Jul-11,ADO,22-Aug-11,EGR,Zygoptera,24,18
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Amphipoda,2,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Anisoptera,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Ceratopogonidae,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Chaoboridae,85,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Chironomidae,4,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Coleoptera (adults),0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Coleoptera (larvae),2,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Culicidae,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Decapoda,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Ephemeroptera,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Gastropoda,8,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Hemiptera,11,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Hirudinea,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Hydrachnida,20,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Isopoda,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Lepidoptera,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Megaloptera,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Oligochaeta,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Other Diptera,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Other,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Pelecypoda,19,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Plecoptera,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Simulidae,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Tabanidae,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Tipulidae,0,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Trichoptera,1,100
Rotation 1,1638,2011,25-Jun-11,ADO,22-Aug-11,CHU,Zygoptera,3,100
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Amphipoda,290,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Anisoptera,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Ceratopogonidae,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Chaoboridae,15,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Chironomidae,1,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Coleoptera (adults),1,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Coleoptera (larvae),1,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Culicidae,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Decapoda,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Ephemeroptera,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Gastropoda,32,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Hemiptera,1,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Hirudinea,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Hydrachnida,3,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Isopoda,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Lepidoptera,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Megaloptera,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Oligochaeta,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Other Diptera,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Other,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Pelecypoda,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Plecoptera,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Simulidae,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Tabanidae,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Tipulidae,0,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Trichoptera,9,31
Rotation 1,1639,2011,26-Jun-11,ADO,22-Aug-11,JKE,Zygoptera,9,31
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Amphipoda,136,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Anisoptera,0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Ceratopogonidae,4,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Chaoboridae,17,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Chironomidae,91,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Coleoptera (adults),0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Coleoptera (larvae),0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Culicidae,0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Decapoda,0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Ephemeroptera,7,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Gastropoda,1,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Hemiptera,31,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Hirudinea,12,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Hydrachnida,6,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Isopoda,0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Lepidoptera,0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Megaloptera,0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Oligochaeta,4,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Other Diptera,0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Other,0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Pelecypoda,74,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Plecoptera,0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Simulidae,0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Tabanidae,0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Tipulidae,0,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Trichoptera,1,5
Rotation 1,OGW-ABMI-390-1,2011,6-Jul-11,BAC,2-Aug-11,ADO,Zygoptera,2,5
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Amphipoda,44,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Anisoptera,0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Ceratopogonidae,2,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Chaoboridae,22,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Chironomidae,131,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Coleoptera (adults),0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Coleoptera (larvae),3,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Culicidae,0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Decapoda,0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Ephemeroptera,0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Gastropoda,3,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Hemiptera,14,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Hirudinea,3,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Hydrachnida,9,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Isopoda,0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Lepidoptera,0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Megaloptera,0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Oligochaeta,39,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Other Diptera,0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Other,0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Pelecypoda,75,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Plecoptera,0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Simulidae,0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Tabanidae,0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Tipulidae,0,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Trichoptera,12,7
Rotation 1,OGW-ABMI-469-1,2011,21-Jul-11,ACH,2-Aug-11,COC,Zygoptera,6,7
Rotation 1,OGW-ABMI-527-1,2011,22-Jul-11,ACH,2-Aug-11,CHU,Amphipoda,191,13
Rotation 1,OGW-ABMI-527-1,2011,22-Jul-11,ACH,2-Aug-11,CHU,Anisoptera,3,13
Rotation 1,OGW-ABMI-527-1,2011,22-Jul-11,ACH,2-Aug-11,CHU,Ceratopogonidae,0,13
Rotation 1,OGW-ABMI-527-1,2011,22-Jul-11,ACH,2-Aug-11,CHU,Chaoboridae,8,13
Rotation 1,OGW-ABMI-527-1,2011,22-Jul-11,ACH,2-Aug-11,CHU,Chironomidae,16,13
Rotation 1,OGW-ABMI-527-1,2011,22-Jul-11,ACH,2-Aug-11,CHU,Coleoptera (adults),1,13
Rotation 1,OGW-ABMI-527-1,2011,22-Jul-11,ACH,2-Aug-11,CHU,Coleoptera (larvae),2,13
Rotation 1,OGW-ABMI-527-1,2011,22-Jul-11,ACH,2-Aug-11,CHU,Culicidae,0,13
Rotation 1,OGW-ABMI-527-1,2011,22-Jul-11,ACH,2-Aug-11,CHU,Decapoda,0,13
