Site Number,Identification Date ,Coarse Sorting Group,Family          (Sub-family for Chironomidae),Genus & Species,Number of Specimens,Confirmed.Family,Confirmed.Genus & Species
CABIN-W711,5-Aug-20,Chironomidae,Chironominae,Parachironomus sp.,,,
CABIN-W711,5-Aug-20,Chironomidae,Chironominae,Tanytarsus sp. B RPH,,,
CABIN-W711,5-Aug-20,Chironomidae,Chironominae,UID,,,
CABIN-W711,5-Aug-20,Chironomidae,Orthocladiinae,Corynoneura sp. C RPH,,,
CABIN-W711,5-Aug-20,Chironomidae,Orthocladiinae,Cricotopus sp. C RPH,,,
CABIN-W711,5-Aug-20,Chironomidae,Orthocladiinae,Cricotopus sp.,,,
CABIN-W711,5-Aug-20,Chironomidae,Orthocladiinae,Nanocladius sp. A RPH,,,
CABIN-W711,5-Aug-20,Chironomidae,Orthocladiinae,Psectrocladius sp. A RPH,,,
CABIN-W711,5-Aug-20,Chironomidae,Orthocladiinae,Psectrocladius sp. F RPH,,,
CABIN-W711,5-Aug-20,Chironomidae,Orthocladiinae,Psectrocladius sp.,,,
CABIN-W711,5-Aug-20,Chironomidae,Tanypodinae,Ablabesmyia sp. C RPH,,,
CABIN-W711,5-Aug-20,Chironomidae,Tanypodinae,Ablabesmyia sp. E RPH,,,
CABIN-W711,5-Aug-20,Chironomidae,UID,UID,,,
CABIN-W711,,Ceratopogonidae,,,,,
CABIN-W711,,Tabanidae,,,,,
CABIN-W711,,Tipulidae,,,,,
CABIN-W711,,Culicidae,,,,,
CABIN-W711,27-Jun-19,Chaoboridae,Chaoborinae,Chaoborus sp.,,,
CABIN-W711,,Simuliidae,,,,,
CABIN-W711,,Other Diptera,,,,,
CABIN-W711,,Other: ,,,,,
CABIN-W711,,UMOS,,,,,
CABIN-W712,,Porifera,,,,,
CABIN-W712,,Hydrozoa,,,,,
CABIN-W712,,Platyhelminthes,,,,,
CABIN-W712,,Nematoda,,,,,
CABIN-W712,5-Nov-20,Oligochaeta,Naididae,Chaetogaster sp.,2,Naididae,Chaetogaster sp.
CABIN-W712,,Oligochaeta,,split,10,Naididae,Chaetogaster diaphanus
CABIN-W712,5-Nov-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais sp.
CABIN-W712,,Oligochaeta,,split,9,Naididae,Nais variabilis
CABIN-W712,5-Nov-20,Oligochaeta,Naididae,UID,,,
CABIN-W712,,Hirudinea,,,,,
CABIN-W712,,Gastropoda,,,,,
CABIN-W712,,Bivalvia,,,,,
CABIN-W712,28-Oct-20,Hydrachnidia,Pionidae,Piona sp.,,,
CABIN-W712,28-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W712,,Cladocera,,,,,
CABIN-W712,,Ostracoda,,,,,
CABIN-W712,,Copepoda,,,,,
CABIN-W712,,Amphipoda,,,,,
CABIN-W712,,Isopoda,,,,,
CABIN-W712,,Decapoda,,,,,
CABIN-W712,,Ephemeroptera,,,,,
CABIN-W712,,Anisoptera,,,,,
CABIN-W712,,Zygoptera,,,,,
CABIN-W712,,Plecoptera,,,,,
CABIN-W712,4-Jul-19,Hemiptera,Corixidae,Cymatia sp.,,,
CABIN-W712,4-Jul-19,Hemiptera,Corixidae,Cenocorixa bifida,1,Corixidae,Cenocorixa bifida
CABIN-W712,4-Jul-19,Hemiptera,Corixidae,UID,,,
CABIN-W712,,Megaloptera,,,,,
CABIN-W712,,Lepidoptera,,,,,
CABIN-W712,,Trichoptera,,,,,
CABIN-W712,,Coleoptera (adults),,,,,
CABIN-W712,4-Jul-19,Coleoptera (larvae),Curculionidae,UID,,,
CABIN-W712,5-Aug-20,Chironomidae,SNI,SNI,,,
CABIN-W712,20-Aug-20,Chironomidae,Chironominae,Chironomus sp. C RPH,,,
CABIN-W712,20-Aug-20,Chironomidae,Chironominae,Chironomus sp.,,,
CABIN-W712,20-Aug-20,Chironomidae,Chironominae,Endochironomus nigricans,,,
CABIN-W712,20-Aug-20,Chironomidae,Chironominae,Parachironomus sp. D RPH,,,
CABIN-W712,20-Aug-20,Chironomidae,Orthocladiinae,Cricotopus sp. C RPH,,,
CABIN-W712,20-Aug-20,Chironomidae,Orthocladiinae,Cricotopus sp.,,,
CABIN-W712,20-Aug-20,Chironomidae,Orthocladiinae,Psectrocladius sp. F RPH,,,
CABIN-W712,20-Aug-20,Chironomidae,Tanypodinae,Procladius sp. A RPH,,,
CABIN-W712,4-Jul-19,Ceratopogonidae,Ceratopogonidae,Bezzia/Palpomyia sp.,1,Ceratopogonidae,Bezzia/Palpomyia sp.
CABIN-W712,,Tabanidae,,,,,
CABIN-W712,,Tipulidae,,,,,
CABIN-W712,,Culicidae,,,,,
CABIN-W712,,Chaoboridae,,,,,
CABIN-W712,,Simuliidae,,,,,
CABIN-W712,,Other Diptera,,,,,
CABIN-W712,,Other: ,,,,,
CABIN-W712,4-Jul-19,UMOS,Corixidae,Cenocorixa bifida,4,Corixidae,Cenocorixa bifida
CABIN-W712,4-Jul-19,UMOS,Corixidae,Callicorixa audeni,3,Corixidae,Callicorixa audeni
CABIN-W712,4-Jul-19,UMOS,Dytiscidae,Graphoderus perplexus,1,Dytiscidae,Graphoderus perplexus
CABIN-W725,,Porifera,,,,,
CABIN-W725,,Hydrozoa,,,,,
CABIN-W725,,Platyhelminthes,,,,,
CABIN-W725,,Nematoda,,,,,
CABIN-W725,29-Oct-20,Oligochaeta,Naididae,Vejdovskyella sp.,1,Naididae,Vejdovskyella comata
CABIN-W725,29-Oct-20,Oligochaeta,Naididae,Pristina longiseta,1,Naididae,Pristina leidyi/longiseta
CABIN-W725,29-Oct-20,Oligochaeta,Naididae,Nais sp.,3,Naididae,Nais variabilis
CABIN-W725,,Oligochaeta,,split,2,Naididae,Nais communis
CABIN-W725,,Oligochaeta,,split,1,Naididae,Nais simplex
CABIN-W725,29-Oct-20,Oligochaeta,Naididae,UID,3,Naididae,UID
CABIN-W725,,Hirudinea,,,,,
CABIN-W725,25-Jun-19,Gastropoda,Planorbidae,UID,,,
CABIN-W725,25-Jun-19,Bivalvia,Sphaeriidae,UID,,,
CABIN-W725,28-Oct-20,Hydrachnidia,Pionidae,Piona sp.,,,
CABIN-W725,28-Oct-20,Hydrachnidia,Unionicolidae,Unionicola sp.,,,
CABIN-W725,,Cladocera,,,,,
CABIN-W725,,Ostracoda,,,,,
CABIN-W725,,Copepoda,,,,,
CABIN-W725,25-Jun-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W725,,Isopoda,,,,,
CABIN-W725,,Decapoda,,,,,
CABIN-W725,,Ephemeroptera,,,,,
CABIN-W725,,Anisoptera,,,,,
CABIN-W725,,Zygoptera,,,,,
CABIN-W725,,Plecoptera,,,,,
CABIN-W725,25-Jun-19,Hemiptera,Corixidae,Cymatia sp.,,,
CABIN-W725,25-Jun-19,Hemiptera,Corixidae,UID,,,
CABIN-W725,,Megaloptera,,,,,
CABIN-W725,,Lepidoptera,,,,,
CABIN-W725,,Trichoptera,,,,,
CABIN-W725,25-Jun-19,Coleoptera (adults),Haliplidae,Haliplus immaculicollis,,,
CABIN-W725,,Coleoptera (larvae),,,,,
CABIN-W725,11-Aug-20,Chironomidae,SNI,SNI,,,
CABIN-W725,26-Aug-20,Chironomidae,Chironominae,Dicrotendipes sp. B RPH,,,
CABIN-W725,26-Aug-20,Chironomidae,Chironominae,Microtendipes sp.,,,
CABIN-W725,26-Aug-20,Chironomidae,Chironominae,Tanytarsus sp. B RPH,,,
CABIN-W725,26-Aug-20,Chironomidae,Chironominae,Tanytarsus sp. C RPH,,,
CABIN-W725,26-Aug-20,Chironomidae,Chironominae,Tanytarsus sp. E RPH,,,
CABIN-W725,26-Aug-20,Chironomidae,Chironominae,Tanytarsus sp.,,,
CABIN-W725,26-Aug-20,Chironomidae,Orthocladiinae,Cricotopus sp.,,,
CABIN-W725,26-Aug-20,Chironomidae,Orthocladiinae,Orthocladius sp. A RPH,,,
CABIN-W725,26-Aug-20,Chironomidae,Orthocladiinae,Orthocladius sp.,,,
CABIN-W725,26-Aug-20,Chironomidae,Orthocladiinae,UID,,,
CABIN-W725,26-Aug-20,Chironomidae,Tanypodinae,Procladius sp. B RPH,,,
CABIN-W725,26-Aug-20,Chironomidae,Tanypodinae,Procladius sp. G RPH,,,
CABIN-W725,26-Aug-20,Chironomidae,Chironomidae,UID,,,
CABIN-W725,25-Jun-19,Ceratopogonidae,Ceratopogonidae,Bezzia/Palpomyia sp.,1,Ceratopogonidae,Bezzia/Palpomyia sp.
CABIN-W725,25-Jun-19,Ceratopogonidae,Ceratopogonidae,UID,1,Ceratopogonidae,Bezzia/Probezzia/Palpomyia sp.
CABIN-W725,,Tabanidae,,,,,
CABIN-W725,,Tipulidae,,,,,
CABIN-W725,,Culicidae,,,,,
CABIN-W725,25-Jun-19,Chaoboridae,Chaoboridae,Chaoborus americanus,31,Chaoboridae,Chaoborus americanus
,,,,split,159,Chaoboridae,Chaoborus sp.
CABIN-W725,,Simuliidae,,,,,
CABIN-W725,,Other Diptera,,,,,
CABIN-W725,,Other: ,,,,,
CABIN-W725,25-Jun-19,UMOS,Corixidae,Hesperocorixa scabricula,2,Corixidae,Hesperocorixa scabricula
CABIN-W725,25-Jun-19,UMOS,Corixidae,Dasycorixa sp.,1,Corixidae,Dasycorixa sp.
CABIN-W725,25-Jun-19,UMOS,Corixidae,Sigara decoratella,1,Corixidae,Sigara decoratella
CABIN-W727,,Porifera,,,,,
CABIN-W727,,Hydrozoa,,,,,
CABIN-W727,,Platyhelminthes,,,,,
CABIN-W727,,Nematoda,,,,,
CABIN-W727,29-Oct-20,Oligochaeta,Naididae,Nais sp.,18,Naididae,Nais simplex
CABIN-W727,29-Oct-20,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster limnaei
CABIN-W727,,Oligochaeta,,split,21,Naididae,Chaetogaster diastrophus
CABIN-W727,29-Oct-20,Oligochaeta,Naididae,Pristina longiseta,3,Naididae,Pristina leidyi/longiseta
CABIN-W727,29-Oct-20,Oligochaeta,Naididae,UID,9,Naididae,UID
CABIN-W727,29-Oct-20,Aphanoneura,Enchytraeidae,UID,13,Aeolosomatidae,UID
CABIN-W727,,Hirudinea,,,,,
CABIN-W727,2-Jul-19,Gastropoda,Lymnaeidae,Stagnicola sp.,,,
CABIN-W727,2-Jul-19,Gastropoda,Lymnaeidae,UID,,,
CABIN-W727,2-Jul-19,Gastropoda,Planorbidae,UID,,,
CABIN-W727,,Bivalvia,,,,,
CABIN-W727,28-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W727,,Cladocera,,,,,
CABIN-W727,,Ostracoda,,,,,
CABIN-W727,,Copepoda,,,,,
CABIN-W727,2-Jul-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W727,,Isopoda,,,,,
CABIN-W727,,Decapoda,,,,,
CABIN-W727,3-Jul-19,Ephemeroptera,Baetidae,Procloeon sp.,,,
CABIN-W727,3-Jul-19,Ephemeroptera,Baetidae,UID,,,
CABIN-W727,3-Jul-19,Ephemeroptera,Caenidae,UID,,,
CABIN-W727,3-Jul-19,Anisoptera,UID,UID,,,
CABIN-W727,3-Jul-19,Zygoptera,UID,UID,,,
CABIN-W727,,Plecoptera,,,,,
CABIN-W727,3-Jul-19,Hemiptera,Corixidae,Cymatia sp.,,,
CABIN-W727,3-Jul-19,Hemiptera,Corixidae,Hesperocorixa sp.,,,
CABIN-W727,3-Jul-19,Hemiptera,Corixinae,UID,,,
CABIN-W727,,Megaloptera,,,,,
CABIN-W727,,Lepidoptera,,,,,
CABIN-W727,3-Jul-19,Trichoptera,Hydroptilidae,Oxyethira sp.,,,
CABIN-W727,3-Jul-19,Trichoptera,Phryganeidae,UID,,,
CABIN-W727,,Coleoptera (adults),,,,,
CABIN-W727,3-Jul-19,Coleoptera (larvae),Hydroporinae,UID,,,
CABIN-W727,17-Aug-20,Chironomidae,SNI,SNI,,,
CABIN-W727,28-Aug-20,Chironomidae,Chironominae,Dicrotendipes sp. B RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Chironominae,Endochironomus nigricans,,,
CABIN-W727,28-Aug-20,Chironomidae,Chironominae,Parachironomus sp. D RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Chironominae,Paratanytarsus sp. B RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Chironominae,Paratanytarsus sp.,,,
CABIN-W727,28-Aug-20,Chironomidae,Chironominae,Tanytarsus sp. C RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Chironominae,Tanytarsus sp. D RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Chironominae,Tanytarsus sp. E RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Chironominae,Tanytarsus sp. L RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Chironominae,Tanytarsus sp.,,,
CABIN-W727,28-Aug-20,Chironomidae,Chironominae,UID,,,
CABIN-W727,28-Aug-20,Chironomidae,Orthocladiinae,Corynoneura sp. C RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Orthocladiinae,Cricotopus sp. F RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Orthocladiinae,Cricotopus sp.,,,
CABIN-W727,28-Aug-20,Chironomidae,Orthocladiinae,Orthocladius sp. A RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Orthocladiinae,Psectrocladius sp. D RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Orthocladiinae,Psectrocladius sp. K RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Orthocladiinae,Psectrocladius sp. M RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Orthocladiinae,Psectrocladius sp.,,,
CABIN-W727,28-Aug-20,Chironomidae,Orthocladiinae,UID,,,
CABIN-W727,28-Aug-20,Chironomidae,Tanypodinae,Ablabesmyia sp. C RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Tanypodinae,Ablabesmyia sp. ,,,
CABIN-W727,28-Aug-20,Chironomidae,Tanypodinae,Labrundinia neopilosella,,,
CABIN-W727,28-Aug-20,Chironomidae,Tanypodinae,Labrundinia sp. B RPH,,,
CABIN-W727,28-Aug-20,Chironomidae,Tanypodinae,Labrundinia sp.,,,
CABIN-W727,28-Aug-20,Chironomidae,Tanypodinae,Procladius sp.,,,
CABIN-W727,28-Aug-20,Chironomidae,SNI,SNI,,,
CABIN-W727,3-Jul-19,Ceratopogonidae,Ceratopogoninae,Bezzia/Palpomyia sp.,,,
CABIN-W727,,Tabanidae,,,,,
CABIN-W727,,Tipulidae,,,,,
CABIN-W727,,Culicidae,,,,,
CABIN-W727,3-Jul-19,Chaoboridae,Chaoborinae,Chaoborus americanus,,,
CABIN-W727,3-Jul-19,Chaoboridae,Chaoborinae,Chaoborus sp.,,,
CABIN-W727,,Simuliidae,,,,,
CABIN-W727,,Other Diptera,,,,,
CABIN-W727,,Other: ,,,,,
CABIN-W727,3-Jul-19,UMOS,Lymnaeidae,Stagnicola sp.,,,
CABIN-W727,3-Jul-19,UMOS,Baetidae,Procloeon sp.,,,
CABIN-W727,3-Jul-19,UMOS,Corduliidae,Cordulia shurtleffii,,,
CABIN-W727,3-Jul-19,UMOS,Lestidae,Lestes sp.,,,
CABIN-W727,3-Jul-19,UMOS,Phryganeidae,Fabria inornata,1,Phryganeidae,Fabria inornata
CABIN-W727,3-Jul-19,UMOS,Phryganeidae,Phryganea cinerea,,,
CABIN-W727,3-Jul-19,UMOS,Haliplidae,Peltodytes sp.,,,
CABIN-W742,,Porifera,,,,,
CABIN-W742,,Hydrozoa,,,,,
CABIN-W742,,Platyhelminthes,,,,,
CABIN-W742,,Nematoda,,,,,
CABIN-W742,29-Oct-20,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster sp.
CABIN-W742,,Oligochaeta,,split,12,Naididae,Chaetogaster diaphanus
CABIN-W742,29-Oct-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais communis
CABIN-W742,,Oligochaeta,,split,9,Naididae,Nais simplex
CABIN-W742,2-Jul-19,Hirudinea,Glossiphoniidae,UID,1,Glossiphoniidae,UID
,,,,split,3,Glossiphoniidae,Helobdella cf. stagnalis
CABIN-W742,2-Jul-19,Hirudinea,UID,UID,,,
CABIN-W742,2-Jul-19,Gastropoda,Planorbidae,UID,,,
CABIN-W742,,Bivalvia,,,,,
CABIN-W742,28-Oct-20,Hydrachnidia,Pionidae,Piona sp.,,,
CABIN-W742,28-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W742,,Cladocera,,,,,
CABIN-W742,,Ostracoda,,,,,
CABIN-W742,,Copepoda,,,,,
CABIN-W742,2-Jul-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W742,,Isopoda,,,,,
CABIN-W742,,Decapoda,,,,,
CABIN-W742,,Ephemeroptera,,,,,
CABIN-W742,,Anisoptera,,,,,
CABIN-W742,,Zygoptera,,,,,
CABIN-W742,,Plecoptera,,,,,
CABIN-W742,2-Jul-19,Hemiptera,Corixinae,UID,,,
CABIN-W742,2-Jul-19,Hemiptera,Notonectidae,Notonecta sp.,,,
CABIN-W742,2-Jul-19,Hemiptera,UID,UID,,,
CABIN-W742,,Megaloptera,,,,,
CABIN-W742,,Lepidoptera,,,,,
CABIN-W742,,Trichoptera,,,,,
CABIN-W742,,Coleoptera (adults),,,,,
CABIN-W742,2-Jul-19,Coleoptera (larvae),Dytiscidae,Graphoderus sp.,,,
CABIN-W742,2-Jul-19,Coleoptera (larvae),Hydrophilidae,Enochrus sp.,1,Hydrophilidae,Enochrus sp.
CABIN-W742,3-Sep-20,Chironomidae,Chironominae,Chironomus sp. C RPH,,,
CABIN-W742,3-Sep-20,Chironomidae,Chironominae,Chironomus sp.,,,
CABIN-W742,3-Sep-20,Chironomidae,Chironominae,Glyptotendipes sp. F RPH,,,
CABIN-W742,3-Sep-20,Chironomidae,Chironominae,Glyptotendipes sp. K RPH,,,
CABIN-W742,3-Sep-20,Chironomidae,Chironominae,Paratanytarsus sp.,,,
CABIN-W742,3-Sep-20,Chironomidae,Chironominae,UID,,,
CABIN-W742,3-Sep-20,Chironomidae,Orthocladiinae,Cricotopus sp.,,,
CABIN-W742,3-Sep-20,Chironomidae,Orthocladiinae,Orthocladius sp. A RPH,,,
CABIN-W742,3-Sep-20,Chironomidae,Tanypodinae,Ablabesmyia sp. C RPH,,,
CABIN-W742,3-Sep-20,Chironomidae,Tanypodinae,Guttipelopia rosenbergi,,,
CABIN-W742,3-Sep-20,Chironomidae,Tanypodinae,Guttipelopia sp.,,,
CABIN-W742,,Ceratopogonidae,,,,,
CABIN-W742,,Tabanidae,,,,,
CABIN-W742,,Tipulidae,,,,,
CABIN-W742,,Culicidae,,,,,
CABIN-W742,2-Jul-19,Chaoboridae,Chaoborinae,Chaoborus americanus,,,
CABIN-W742,2-Jul-19,Chaoboridae,Chaoborinae,Chaoborus sp.,,,
CABIN-W742,,Simuliidae,,,,,
CABIN-W742,,Other Diptera,,,,,
CABIN-W742,,Other: ,,,,,
CABIN-W742,2-Jul-19,UMOS,Corixidae,Callicorixa alaskensis,,,
CABIN-W742,2-Jul-19,UMOS,Corixidae,Callicorixa audeni,,,
CABIN-W742,2-Jul-19,UMOS,Corixinae,Hesperocorixa sp.,,,
CABIN-W742,2-Jul-19,UMOS,Dytiscidae,Graphoderus sp.,,,
CABIN-W743,,Porifera,,,,,
CABIN-W743,,Hydrozoa,,,,,
CABIN-W743,,Platyhelminthes,,,,,
CABIN-W743,,Nematoda,,,,,
CABIN-W743,2-Nov-20,Oligochaeta,Naididae,Aulodrilus sp.,1,Naididae,UID
CABIN-W743,2-Nov-20,Oligochaeta,Naididae,Aulodrilus sp.,1,Naididae,UID
CABIN-W743,2-Nov-20,Oligochaeta,Naididae,Nais sp.,3,Naididae,Nais simplex
CABIN-W743,,Hirudinea,,,,,
CABIN-W743,26-Jun-19,Gastropoda,Lymnaeidae,UID,,,
CABIN-W743,26-Jun-19,Gastropoda,Physidae,Physella gyrina,2,Physidae,Physella gyrina
CABIN-W743,26-Jun-19,Gastropoda,Planorbidae,Gyraulus circumstriatus,4,Planorbidae,Gyraulus circumstriatus
CABIN-W743,26-Jun-19,Gastropoda,Planorbidae,Gyraulus parvus,2,Planorbidae,Gyraulus parvus
CABIN-W743,26-Jun-19,Gastropoda,Planorbidae,Gyraulus sp.,,,
CABIN-W743,26-Jun-19,Gastropoda,Planorbidae,UID,,,
CABIN-W743,26-Jun-19,Bivalvia,Sphaeriidae,UID,,,
CABIN-W743,28-Oct-20,Hydrachnidia,Arrenuridae,Arrenurus sp.,,,
CABIN-W743,28-Oct-20,Hydrachnidia,Eylaidae,Eylais sp.,,,
CABIN-W743,28-Oct-20,Hydrachnidia,Hydrachnidae,Hydrachna sp.,,,
CABIN-W743,28-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W743,28-Oct-20,Acari,Limnozetidae,Limnozetes sp.,,,
CABIN-W743,,Cladocera,,,,,
CABIN-W743,,Ostracoda,,,,,
CABIN-W743,,Copepoda,,,,,
CABIN-W743,26-Jun-19,Amphipoda,Gammaridae,Gammarus sp.,6,Gammaridae,Gammarus sp.
CABIN-W743,26-Jun-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W743,26-Jun-19,Amphipoda,UID,UID,2,Hyalellidae,Hyalella sp.
CABIN-W743,,Isopoda,,,,,
CABIN-W743,,Decapoda,,,,,
CABIN-W743,,Ephemeroptera,,,,,
CABIN-W743,,Anisoptera,,,,,
CABIN-W743,26-Jun-19,Zygoptera,Lestidae,Lestes sp.,1,Lestidae,Lestes sp.
CABIN-W743,26-Jun-19,Zygoptera,Coenagrionidae,Enallagma sp.,,,
CABIN-W743,26-Jun-19,Zygoptera,UID,UID,,,
CABIN-W743,,Plecoptera,,,,,
CABIN-W743,26-Jun-19,Hemiptera,Notonectidae,Notonecta sp.,,,
CABIN-W743,26-Jun-19,Hemiptera,Corixidae,Cymatia sp.,,,
CABIN-W743,26-Jun-19,Hemiptera,Corixidae,UID,,,
CABIN-W743,26-Jun-19,Hemiptera,UID,UID,,,
CABIN-W743,,Megaloptera,,,,,
CABIN-W743,,Lepidoptera,,,,,
CABIN-W743,26-Jun-19,Trichoptera,Phryganeidae,Agrypnia sp.,1,Phryganeidae,Agrypnia sp.
CABIN-W743,26-Jun-19,Trichoptera,Leptoceridae,Triaenodes sp.,1,Leptoceridae,Triaenodes sp.
CABIN-W743,26-Jun-19,Coleoptera (adults),Curculionidae,Euhrychiopsis lecontei,2,Curculionidae,Euhrychiopsis lecontei
CABIN-W743,26-Jun-19,Coleoptera (larvae),Dytiscidae,Laccophilus biguttatus,,,
CABIN-W743,26-Jun-19,Coleoptera (larvae),Dytiscidae,Laccophilus sp.,,,
CABIN-W743,26-Jun-19,Coleoptera (larvae),Dytiscidae,Graphoderus perplexus,4,Dytiscidae,Graphoderus perplexus
CABIN-W743,26-Jun-19,Coleoptera (larvae),Dytiscidae,Graphoderus sp.,,,
CABIN-W743,26-Jun-19,Coleoptera (larvae),Dytiscidae,Rhantus sp.,,,
CABIN-W743,26-Jun-19,Coleoptera (larvae),Haliplidae,Haliplus sp.,,,
CABIN-W743,26-Jun-19,Coleoptera (larvae),Curculionidae,UID,,,
CABIN-W743,3-Sep-20,Chironomidae,Chironominae,Dicrotendipes sp. B RPH,,,
CABIN-W743,3-Sep-20,Chironomidae,Chironominae,Endochironomus nigricans,,,
CABIN-W743,3-Sep-20,Chironomidae,Chironominae,Endochironomus sp.,,,
CABIN-W743,3-Sep-20,Chironomidae,Chironominae,Paratanytarsus sp.,,,
CABIN-W743,3-Sep-20,Chironomidae,Orthocladiinae,Corynoneura sp. C RPH,,,
CABIN-W743,3-Sep-20,Chironomidae,Orthocladiinae,Cricotopus sp. C RPH,,,
CABIN-W743,3-Sep-20,Chironomidae,Orthocladiinae,Psectrocladius sp. A RPH,,,
CABIN-W743,3-Sep-20,Chironomidae,Orthocladiinae,Psectrocladius sp. L RPH,,,
CABIN-W743,3-Sep-20,Chironomidae,Orthocladiinae,Psectrocladius sp. V RPH,,,
CABIN-W743,3-Sep-20,Chironomidae,Orthocladiinae,Psectrocladius sp.,,,
CABIN-W743,3-Sep-20,Chironomidae,Orthocladiinae,Genus 9 RPH,,,
CABIN-W743,3-Sep-20,Chironomidae,Tanypodinae,Ablabesmyia sp. C RPH,,,
CABIN-W743,4-Nov-20,Ceratopogonidae,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,,,
CABIN-W743,,Tabanidae,,,,,
CABIN-W743,,Tipulidae,,,,,
CABIN-W743,,Culicidae,,,,,
CABIN-W743,,Chaoboridae,,,,,
CABIN-W743,,Simuliidae,,,,,
CABIN-W743,,Other Diptera,,,,,
CABIN-W743,,Other: ,,,,,
CABIN-W743,27-Jun-19,UMOS,Lymnaeidae,Lymnaea stagnalis jugularis,,,
CABIN-W743,27-Jun-19,UMOS,Lymnaeidae,Lymnaea stagnalis,,,
CABIN-W743,27-Jun-19,UMOS,Planorbidae,Gyraulus circumstriatus,1,Planorbidae,Gyraulus circumstriatus
CABIN-W743,27-Jun-19,UMOS,Planorbidae,Gyraulus parvus,2,Planorbidae,Gyraulus parvus
CABIN-W743,27-Jun-19,UMOS,Lestidae,Lestes sp.,,,
CABIN-W743,27-Jun-19,UMOS,Coenagrionidae,Enallagma sp.,,,
CABIN-W743,27-Jun-19,UMOS,Notonectidae,Notonecta sp.,,,
CABIN-W743,27-Jun-19,UMOS,Corixidae,Sigara bicoloripennis,1,Corixidae,Sigara bicoloripennis
CABIN-W743,27-Jun-19,UMOS,Dytiscidae,Hygrotus sayi,1,Dytiscidae,Hygrotus sayi
CABIN-W743,27-Jun-19,UMOS,Dytiscidae,Graphoderus perplexus,2,Dytiscidae,Graphoderus perplexus
CABIN-W757,,Porifera,,,,,
CABIN-W757,,Hydrozoa,,,,,
CABIN-W757,,Platyhelminthes,,,,,
CABIN-W757,,Nematoda,,,,,
CABIN-W757,2-Nov-20,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster sp.
CABIN-W757,,Oligochaeta,,split,3,Naididae,Chaetogaster diaphanus
CABIN-W757,,Oligochaeta,,split,1,Naididae,Chaetogaster diastrophus
CABIN-W757,2-Nov-20,Oligochaeta,Naididae,Dero sp.,8,Naididae,Dero sp.
CABIN-W757,,Oligochaeta,,split,2,Naididae,Dero nivea
CABIN-W757,2-Nov-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W757,2-Nov-20,Oligochaeta,Naididae,Haemonais waldvogeli,,,
CABIN-W757,2-Nov-20,Oligochaeta,Naididae,Nais sp.,42,Naididae,Nais communis
CABIN-W757,,Oligochaeta,,split,15,Naididae,Nais variabilis
CABIN-W757,2-Nov-20,Oligochaeta,Naididae,Slavina appendiculata,47,Naididae,Slavina appendiculata
CABIN-W757,2-Nov-20,Oligochaeta,Enchytraeidae,UID,,,
CABIN-W757,2-Nov-20,Oligochaeta,Naididae,Pristina longiseta,15,Naididae,Pristina leidyi/longiseta
CABIN-W757,2-Nov-20,Oligochaeta,Naididae,Pristina sp.,1,Naididae,Pristina sp.
CABIN-W757,,Oligochaeta,,split,1,Naididae,Pristina aequiseta
CABIN-W757,2-Nov-20,Oligochaeta,Naididae,UID,26,Naididae,UID
CABIN-W757,24-Jun-19,Hirudinea,Erpobdellidae,UID,,,
CABIN-W757,13-Jun-19,Gastropoda,Planorbidae,UID,,,
CABIN-W757,2-Jul-19,Bivalvia,Sphaeriidae,UID,,,
CABIN-W757,28-Oct-20,Hydrachnidia,Arrenuridae,Arrenurus sp.,,,
CABIN-W757,28-Oct-20,Hydrachnidia,Limnesiidae,Limnesia sp.,,,
