Row,Target_Group,Coarse_Group,Phylum,Class,Order,Family,Subfamily,Genus,Species,Final_ID_portal,Final_ID,Scientific_Name,Rank,Scientific_Name_Analysis,Analysis_Name,Analysis_Mode,Analysis_Grouping,Analysis_Rank,Distribution_Method,Feeding_Group,Feeding_mode,Conductivity_Sensitivity,DO2_Sensitivity,DOC_Sensitivity,pH_High_Sensitivity,pH_Low_Sensitivity,TN_Sensitivity,TP_Sensitivity,Notes
249,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Stempellinella,fimbriata,Stempellinella sp. A RPH,Stempellinella sp. A RPH,Stempellinella fimbriata,Species,Stempellinella sp. A RPH,Stempellinella.sp.A.RPH,Presence,Stempellinella.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
250,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Stempellinella,sp.,Stempellinella,Stempellinella sp.,Stempellinella sp.,Genus,Stempellinella sp.,Stempellinella.sp.,Presence,Stempellinella.sp.,Genus,VNA,Unknown,unknown,9,9,9,9,10,8,9,
251,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Stempellinella,sp. A RPH,Stempellinella fimbriata,Stempellinella fimbriata,Stempellinella sp. A RPH,Species,Stempellinella fimbriata,Stempellinella.fimbriata,Presence,Stempellinella.sp.,Genus,VNA,Unknown,unknown,9,9,9,9,10,8,9,
252,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Stempellinella,sp. B RPH,Stempellinella sp. B RPH,Stempellinella sp. B RPH,Stempellinella sp. B RPH,Species,Stempellinella sp. B RPH,Stempellinella.sp.B.RPH,Presence,Stempellinella.sp.,Genus,VNA,Unknown,unknown,9,9,9,9,10,8,9,
253,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Stenochironomus,sp.,Stenochironomus,Stenochironomus sp.,Stenochironomus sp.,Genus,Stenochironomus sp.,Stenochironomus.sp.,Presence,Stenochironomus.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
254,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Stictochironomus,sp.,Stictochironomus,Stictochironomus sp.,Stictochironomus sp.,Genus,Stictochironomus sp.,Stictochironomus.sp.,Presence,Stictochironomus.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
255,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp.,Tanytarsus,Tanytarsus sp.,Tanytarsus sp.,Genus,Tanytarsus sp.,Tanytarsus.sp.,Abundance,Distribute.to.Children,,DPAC-SG,Collector,gatherer,8,4,9,8,9,7,6,response to water PChem differs between species
256,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. A RPH,Tanytarsus sp. A RPH,Tanytarsus sp. A RPH,Tanytarsus sp. A RPH,Species,Tanytarsus sp. A RPH,Tanytarsus.sp.A.RPH,Abundance,Tanytarsus.sp.A.RPH,Species,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
257,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. B RPH,Tanytarsus sp. B RPH,Tanytarsus sp. B RPH,Tanytarsus sp. B RPH,Species,Tanytarsus sp. B RPH,Tanytarsus.sp.B.RPH,Abundance,Tanytarsus.sp.B.RPH,Species,VNA,Collector,gatherer,7,3,8,8,9,7,6,
258,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. C RPH,Tanytarsus sp. C RPH,Tanytarsus sp. C RPH,Tanytarsus sp. C RPH,Species,Tanytarsus sp. C RPH,Tanytarsus.sp.C.RPH,Abundance,Tanytarsus.sp.C.RPH,Species,VNA,Collector,gatherer,9,3,9,9,9,8,8,
259,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. D RPH,Tanytarsus sp. D RPH,Tanytarsus sp. D RPH,Tanytarsus sp. D RPH,Species,Tanytarsus sp. D RPH,Tanytarsus.sp.D.RPH,Abundance,Tanytarsus.sp.D.RPH,Species,VNA,Collector,gatherer,8,5,9,9,10,8,7,
260,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. E RPH,Tanytarsus sp. E RPH,Tanytarsus sp. E RPH,Tanytarsus sp. E RPH,Species,Tanytarsus sp. E RPH,Tanytarsus.sp.E.RPH,Abundance,Tanytarsus.sp.E.RPH,Species,VNA,Collector,gatherer,10,4,9,9,9,8,8,
261,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. F RPH,Tanytarsus sp. F RPH,Tanytarsus sp. F RPH,Tanytarsus sp. F RPH,Species,Tanytarsus sp. F RPH,Tanytarsus.sp.F.RPH,Abundance,Tanytarsus.sp.F.RPH,Species,VNA,Collector,gatherer,8,5,10,9,10,9,7,
262,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. G RPH,Tanytarsus sp. G RPH,Tanytarsus sp. G RPH,Tanytarsus sp. G RPH,Species,Tanytarsus sp. G RPH,Tanytarsus.sp.G.RPH,Abundance,Tanytarsus.sp.G.RPH,Species,VNA,Collector,gatherer,10,6,9,9,9,8,7,
263,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. H RPH,Tanytarsus sp. H RPH,Tanytarsus sp. H RPH,Tanytarsus sp. H RPH,Species,Tanytarsus sp. H RPH,Tanytarsus.sp.H.RPH,Abundance,Tanytarsus.sp.H.RPH,Species,VNA,Collector,gatherer,8,8,10,3,10,7,7,
264,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. I RPH,Tanytarsus sp. I RPH,Tanytarsus sp. I RPH,Tanytarsus sp. I RPH,Species,Tanytarsus sp. I RPH,Tanytarsus.sp.I.RPH,Abundance,Tanytarsus.sp.I.RPH,Species,VNA,Collector,gatherer,9,6,10,9,2,9,8,
265,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. J RPH,Tanytarsus sp. J RPH,Tanytarsus sp. J RPH,Tanytarsus sp. J RPH,Species,Tanytarsus sp. J RPH,Tanytarsus.sp.J.RPH,Abundance,Tanytarsus.sp.J.RPH,Species,VNA,Collector,gatherer,8,6,9,6,10,7,6,
266,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. K RPH,Tanytarsus sp. K RPH,Tanytarsus sp. K RPH,Tanytarsus sp. K RPH,Species,Tanytarsus sp. K RPH,Tanytarsus.sp.K.RPH,Abundance,Tanytarsus.sp.K.RPH,Species,VNA,Collector,gatherer,9,6,9,5,10,7,7,
267,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. L RPH,Tanytarsus sp. L RPH,Tanytarsus sp. L RPH,Tanytarsus sp. L RPH,Species,Tanytarsus sp. L RPH,Tanytarsus.sp.L.RPH,Abundance,Tanytarsus.sp.L.RPH,Species,VNA,Collector,gatherer,7,4,9,7,10,8,6,
268,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. M RPH,Tanytarsus sp. M RPH,Tanytarsus sp. M RPH,Tanytarsus sp. M RPH,Species,Tanytarsus sp. M RPH,Tanytarsus.sp.M.RPH,Abundance,Tanytarsus.sp.M.RPH,Species,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
269,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. N JEP,Tanytarsus sp. N JEP,Tanytarsus sp. N JEP,Tanytarsus sp. N JEP,Species,Tanytarsus sp. N JEP,Tanytarsus.sp.N.JEP,Abundance,Tanytarsus.sp.N.JEP,Species,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
270,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. N RPH,Tanytarsus sp. N RPH,Tanytarsus sp. N RPH,Tanytarsus sp. N RPH,Species,Tanytarsus sp. N RPH,Tanytarsus.sp.N.RPH,Abundance,Tanytarsus.sp.N.RPH,Species,VNA,Collector,gatherer,9,6,9,8,10,7,7,
271,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. Q JEP,Tanytarsus sp. Q JEP,Tanytarsus sp. Q JEP,Tanytarsus sp. Q JEP,Species,Tanytarsus sp. Q JEP,Tanytarsus.sp.Q.JEP,Abundance,Tanytarsus.sp.Q.JEP,Species,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
272,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. Q RPH,Tanytarsus sp. Q RPH,Tanytarsus sp. Q RPH,Tanytarsus sp. Q RPH,Species,Tanytarsus sp. Q RPH,Tanytarsus.sp.Q.RPH,Abundance,Tanytarsus.sp.Q.RPH,Species,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
272,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,sp. R RPH,Tanytarsus sp. R RPH,Tanytarsus sp. R RPH,Tanytarsus sp. R RPH,Species,Tanytarsus sp. R RPH,Tanytarsus.sp.R.RPH,Abundance,Tanytarsus.sp.R.RPH,Species,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
273,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tribelos,jucundus,Tribelos jucundus,Tribelos jucundus,Tribelos jucundus,Species,Tribelos jucundus,Tribelos.jucundus,Presence,Tribelos.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
274,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tribelos,sp.,Tribelos,Tribelos sp.,Tribelos sp.,Genus,Tribelos sp.,Tribelos.sp.,Presence,Tribelos.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
275,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tribelos,sp. A RPH,Tribelos sp. A RPH,Tribelos sp. A RPH,Tribelos sp. A RPH,Species,Tribelos sp. A RPH,Tribelos.sp.A.RPH,Presence,Tribelos.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
276,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,UID,UID,Chironominae UID,Chironominae UID,Chironominae UID,Subfamily,Chironominae UID,Chironominae.UID,Abundance,Distribute.to.Children,,DPAC-SG,Variable,variable,8,4,9,7,9,7,6,response to water PChem differs between genera
277,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Xenochironomus,sp.,Xenochironomus,Xenochironomus sp.,Xenochironomus sp.,Genus,Xenochironomus sp.,Xenochironomus.sp.,Presence,Xenochironomus.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
278,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Xenochironomus,sp. A RPH,Xenochironomus sp. A RPH,Xenochironomus sp. A RPH,Xenochironomus sp. A RPH,Species,Xenochironomus sp. A RPH,Xenochironomus.sp.A.RPH,Presence,Xenochironomus.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
279,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Xenochironomus,sp. B RPH,Xenochironomus sp. B RPH,Xenochironomus sp. B RPH,Xenochironomus sp. B RPH,Species,Xenochironomus sp. B RPH,Xenochironomus.sp.B.RPH,Presence,Xenochironomus.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
280,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Zavrelia,sp.,Zavrelia,Zavrelia sp.,Zavrelia sp.,Genus,Zavrelia sp.,Zavrelia.sp.,Presence,Zavrelia.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
281,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Zavreliella,marmorata,Zavreliella marmorata,Zavreliella marmorata,Zavreliella marmorata,Species,Zavreliella marmorata,Zavreliella.marmorata,Presence,Zavreliella.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
282,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Zavreliella,sp.,Zavreliella,Zavreliella sp.,Zavreliella sp.,Genus,Zavreliella sp.,Zavreliella.sp.,Presence,Zavreliella.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
283,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Potthastia,longimana,Potthastia longimana,Potthastia longimana,Potthastia longimana,Species,Potthastia longimana,Potthastia.longimana,Presence,Potthastia.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
284,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Potthastia,sp.,Potthastia,Potthastia sp.,Potthastia sp.,Genus,Potthastia sp.,Potthastia.sp.,Presence,Potthastia.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
285,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,UID,UID,Diamesinae UID,Diamesinae UID,Diamesinae UID,Subfamily,Diamesinae UID,Diamesinae.UID,Presence,Distribute.to.Children,,DPAC-SG,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
286,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Acamptocladius,sp.,Acamptocladius,Acamptocladius sp.,Acamptocladius sp.,Genus,Acamptocladius sp.,Acamptocladius.sp.,Presence,Acamptocladius.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
287,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Acricotopus,sp.,Acricotopus,Acricotopus sp.,Acricotopus sp.,Genus,Acricotopus sp.,Acricotopus.sp.,Presence,Acricotopus.sp.,Genus,VNA,Unknown,unknown,7,4,9,6,10,7,5,
288,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Acricotopus,sp. A RPH,Acricotopus sp. A RPH,Acricotopus sp. A RPH,Acricotopus sp. A RPH,Species,Acricotopus sp. A RPH,Acricotopus.sp.A.RPH,Presence,Acricotopus.sp.,Genus,VNA,Unknown,unknown,7,4,9,6,10,7,5,
289,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Corynoneura,sp.,Corynoneura,Corynoneura sp.,Corynoneura sp.,Genus,Corynoneura sp.,Corynoneura.sp.,Abundance,Distribute.to.Children,,DPAC-SG,Collector,gatherer,7,5,9,5,10,7,5,response to water PChem differs between species
290,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Corynoneura,sp. A RPH,Corynoneura sp. A RPH,Corynoneura sp. A RPH,Corynoneura sp. A RPH,Species,Corynoneura sp. A RPH,Corynoneura.sp.A.RPH,Abundance,Corynoneura.sp.A.RPH,Species,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
291,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Corynoneura,sp. B RPH,Corynoneura sp. B RPH,Corynoneura sp. B RPH,Corynoneura sp. B RPH,Species,Corynoneura sp. B RPH,Corynoneura.sp.B.RPH,Abundance,Corynoneura.sp.B.RPH,Species,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
292,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Corynoneura,sp. C RPH,Corynoneura sp. C RPH,Corynoneura sp. C RPH,Corynoneura sp. C RPH,Species,Corynoneura sp. C RPH,Corynoneura.sp.C.RPH,Abundance,Corynoneura.sp.C.RPH,Species,VNA,Collector,gatherer,7,5,9,5,10,7,5,
293,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Corynoneura,sp. D RPH,Corynoneura sp. D RPH,Corynoneura sp. D RPH,Corynoneura sp. D RPH,Species,Corynoneura sp. D RPH,Corynoneura.sp.D.RPH,Abundance,Corynoneura.sp.D.RPH,Species,VNA,Collector,gatherer,9,2,9,10,3,9,9,
294,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,intersectus,Cricotopus intersectus,Cricotopus intersectus,Cricotopus intersectus,Species,Cricotopus intersectus,Cricotopus.intersectus,Abundance,Cricotopus.intersectus,Species,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
295,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp.,Cricotopus,Cricotopus sp.,Cricotopus sp.,Genus,Cricotopus sp.,Cricotopus.sp.,Abundance,Distribute.to.Children,,DPAC-SG,Shreder,herbivore,5,4,9,7,10,7,5,response to water PChem differs between species
296,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. A RPH,Cricotopus sp. A RPH,Cricotopus sp. A RPH,Cricotopus sp. A RPH,Species,Cricotopus sp. A RPH,Cricotopus.sp.A.RPH,Abundance,Cricotopus.sp.A.RPH,Species,VNA,Shreder,herbivore,5,6,9,7,10,7,5,
297,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. B RPH,Cricotopus sp. B RPH,Cricotopus sp. B RPH,Cricotopus sp. B RPH,Species,Cricotopus sp. B RPH,Cricotopus.sp.B.RPH,Abundance,Cricotopus.sp.B.RPH,Species,VNA,Shreder,herbivore,9,5,9,9,9,8,8,
298,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. C RPH,Cricotopus sp. C RPH,Cricotopus sp. C RPH,Cricotopus sp. C RPH,Species,Cricotopus sp. C RPH,Cricotopus.sp.C.RPH,Abundance,Cricotopus.sp.C.RPH,Species,VNA,Shreder,herbivore,5,3,9,6,10,6,5,
299,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. D RPH,Cricotopus sp. D RPH,Cricotopus sp. D RPH,Cricotopus sp. D RPH,Species,Cricotopus sp. D RPH,Cricotopus.sp.D.RPH,Abundance,Cricotopus.sp.D.RPH,Species,VNA,Shreder,herbivore,9,5,9,8,10,8,8,
300,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. E RPH,Cricotopus sp. E RPH,Cricotopus sp. E RPH,Cricotopus sp. E RPH,Species,Cricotopus sp. E RPH,Cricotopus.sp.E.RPH,Abundance,Cricotopus.sp.E.RPH,Species,VNA,Shreder,herbivore,8,6,8,8,10,8,8,
301,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. F RPH,Cricotopus sp. F RPH,Cricotopus sp. F RPH,Cricotopus sp. F RPH,Species,Cricotopus sp. F RPH,Cricotopus.sp.F.RPH,Abundance,Cricotopus.sp.F.RPH,Species,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
302,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. G RPH,Cricotopus sp. G RPH,Cricotopus sp. G RPH,Cricotopus sp. G RPH,Species,Cricotopus sp. G RPH,Cricotopus.sp.G.RPH,Abundance,Cricotopus.sp.G.RPH,Species,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
303,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. H RPH,Cricotopus sp. H RPH,Cricotopus sp. H RPH,Cricotopus sp. H RPH,Species,Cricotopus sp. H RPH,Cricotopus.sp.H.RPH,Abundance,Cricotopus.sp.H.RPH,Species,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
304,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. I RPH,Cricotopus sp. I RPH,Cricotopus sp. I RPH,Cricotopus sp. I RPH,Species,Cricotopus sp. I RPH,Cricotopus.sp.I.RPH,Abundance,Cricotopus.sp.I.RPH,Species,VNA,Shreder,herbivore,9,6,10,8,10,8,7,
305,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. J RPH,Cricotopus sp. J RPH,Cricotopus sp. J RPH,Cricotopus sp. J RPH,Species,Cricotopus sp. J RPH,Cricotopus.sp.J.RPH,Abundance,Cricotopus.sp.J.RPH,Species,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
306,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. K RPH,Cricotopus sp. K RPH,Cricotopus sp. K RPH,Cricotopus sp. K RPH,Species,Cricotopus sp. K RPH,Cricotopus.sp.K.RPH,Abundance,Cricotopus.sp.K.RPH,Species,VNA,Shreder,herbivore,9,6,9,7,10,8,7,
307,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. M RPH,Cricotopus sp. M RPH,Cricotopus sp. M RPH,Cricotopus sp. M RPH,Species,Cricotopus sp. M RPH,Cricotopus.sp.M.RPH,Abundance,Cricotopus.sp.M.RPH,Species,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
308,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. N RPH,Cricotopus sp. N RPH,Cricotopus sp. N RPH,Cricotopus sp. N RPH,Species,Cricotopus sp. N RPH,Cricotopus.sp.N.RPH,Abundance,Cricotopus.sp.N.RPH,Species,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
309,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,sp. O RPH,Cricotopus sp. O RPH,Cricotopus sp. O RPH,Cricotopus sp. O RPH,Species,Cricotopus sp. O RPH,Cricotopus.sp.O.RPH,Abundance,Cricotopus.sp.O.RPH,Species,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
310,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Genus 2 RPH,VNA,Genus 2 RPH,Genus 2 RPH,Genus 2 RPH ,Genus,Genus 2 RPH,Genus.2.RPH,Presence,Genus.2.RPH,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
311,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Genus 5 RPH,VNA,Genus 5 RPH,Genus 5 RPH,Genus 5 RPH ,Genus,Genus 5 RPH,Genus.5.RPH,Presence,Genus.5.RPH,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
312,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Heleniella,sp.,Heleniella,Heleniella sp.,Heleniella sp.,Genus,Heleniella sp.,Heleniella.sp.,Presence,Heleniella.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
313,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Heterotrissocladius,sp.,Heterotrissocladius,Heterotrissocladius sp.,Heterotrissocladius sp.,Genus,Heterotrissocladius sp.,Heterotrissocladius.sp.,Presence,Heterotrissocladius.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
314,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Kiefferulus,sp.,Kiefferulus,Kiefferulus sp.,Kiefferulus sp.,Genus,Kiefferulus sp.,Kiefferulus.sp.,Presence,Kiefferulus.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
315,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Limnophyes,sp.,Limnophyes,Limnophyes sp.,Limnophyes sp.,Genus,Limnophyes sp.,Limnophyes.sp.,Presence,Limnophyes.sp.,Genus,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
316,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Metriocnemus,cf. eurynotus,Metriocnemus cf. eurynotus,Metriocnemus cf. eurynotus,Metriocnemus cf. eurynotus,Species,Metriocnemus cf. eurynotus,Metriocnemus.cf.eurynotus,Presence,Metriocnemus.sp.,Genus,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
317,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Metriocnemus,fuscipes,Metriocnemus fuscipes,Metriocnemus fuscipes,Metriocnemus fuscipes,Species,Metriocnemus fuscipes,Metriocnemus.fuscipes,Presence,Metriocnemus.sp.,Genus,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
318,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Metriocnemus,sp.,Metriocnemus,Metriocnemus sp.,Metriocnemus sp.,Genus,Metriocnemus sp.,Metriocnemus.sp.,Presence,Metriocnemus.sp.,Genus,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
